시설번호	시설유형코드	시도명	시군구명	시군구코드	소재지도로명주소	소재지지번주소	위도	경도	상세위치	안전센터명	보호틀유무	설치연도	출수압력	관할기관명	관할기관전화번호	데이터기준일자
은평-역촌-317006	2	서울특별시	은평구	11380	서울특별시 은평구 갈현로 158 현진미용실	서울특별시 은평구 구산동 214-1 현진미용실	37.612019	126.911386	현진미용실	역촌119안전센터	N	1986	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-317007	2	서울특별시	은평구	11380	서울특별시 은평구 갈현로11길 46 경남 아너스빌	서울특별시 은평구 구산동 224 경남 아너스빌	37.6048	126.905784	경남 아너스빌	역촌119안전센터	N	1987	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-317008	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로15길 5-4	서울특별시 은평구 구산동 209-6	37.61349752	126.9102044		역촌119안전센터	N	1988	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-317009	2	서울특별시	은평구	11380	서울특별시 은평구 연서로13길 32 토마토한식분식	서울특별시 은평구 구산동 9-41 토마토한식분식	37.610227	126.912546	토마토한식분식	역촌119안전센터	N	1988	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-317010	1	서울특별시	은평구	11380	서울특별시 은평구 연서로 133 김밥천국	서울특별시 은평구 구산동 1-10 김밥천국	37.610644	126.916972	김밥천국	역촌119안전센터	N	1989	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316124	1	서울특별시	은평구	11380	서울특별시 은평구 서오릉로21길 30-25 비소 51호	서울특별시 은평구 구산동 355-87 비소 51호	37.613598	126.904988	비소 51호	역촌119안전센터	N	2006	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316125	2	서울특별시	은평구	11380	서울특별시 은평구 연서로17길 26-9 성산교회	서울특별시 은평구 갈현동 472-14 성산교회	37.613678	126.915039	성산교회	역촌119안전센터	N	2006	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316126	2	서울특별시	은평구	11380	서울특별시 은평구 갈현로29길 40	서울특별시 은평구 갈현동 259-18	37.62159528	126.9121765		역촌119안전센터	N	2006	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316127	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로27길 22-1	서울특별시 은평구 구산동 308-61	37.61736139	126.903966		역촌119안전센터	N	2006	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316128	1	서울특별시	은평구	11380	서울특별시 은평구 갈현로27길 45-7	서울특별시 은평구 갈현동 228-22	37.61934485	126.9104495		역촌119안전센터	N	2007	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316129	1	서울특별시	은평구	11380	서울특별시 은평구 서오릉로 234	서울특별시 은평구 갈현동 327-20	37.61571824	126.9086281		역촌119안전센터	N	2008	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316130	1	서울특별시	은평구	11380	서울특별시 은평구 갈현로 253	서울특별시 은평구 갈현동 450-7	37.61966401	126.915627		역촌119안전센터	N	2008	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316131	1	서울특별시	은평구	11380	서울특별시 은평구 서오릉로 253	서울특별시 은평구 구산동 307-1	37.61681212	126.9064096		역촌119안전센터	N	1993	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316132	1	서울특별시	은평구	11380	서울특별시 은평구 서오릉로23길 8-5 수국사 (비소 74호)	서울특별시 은평구 구산동 314 수국사 (비소 74호)	37.615603	126.905914	비소 74호	역촌119안전센터	N	2009	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316133	1	서울특별시	은평구	11380	서울특별시 은평구 갈현로 247	서울특별시 은평구 갈현동 503-12	37.61911322	126.915225		역촌119안전센터	N	2008	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316134	1	서울특별시	은평구	11380	서울특별시 은평구 서오릉로17길 19-1	서울특별시 은평구 구산동 368-34	37.613292	126.9083215		역촌119안전센터	N	2009	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316135	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로18길 33	서울특별시 은평구 갈현동 522-27	37.61711336	126.9112686		역촌119안전센터	N	2009	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316136	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로25가길 3-11	서울특별시 은평구 구산동	37.617428	126.905		역촌119안전센터	N	2010	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316137	1	서울특별시	은평구	11380	서울특별시 은평구 서오릉로 228 갈현삼성 아파트 입구	서울특별시 은평구 갈현동 333-9 갈현삼성 아파트 입구	37.615175	126.909059	갈현삼성 아파트 입구	역촌119안전센터	N	2010	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316138	1	서울특별시	은평구	11380	서울특별시 은평구 갈현로 197 갈현동OB주유소	서울특별시 은평구 갈현동 506-5 갈현동OB주유소	37.615212	126.913018	갈현동OB주유소	역촌119안전센터	N	2011	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316109	2	서울특별시	은평구	11380	서울특별시 은평구 갈현로25길 29	서울특별시 은평구 갈현동 518-30	37.618133	126.911834		역촌119안전센터	N	2001	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316110	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로17길 15	서울특별시 은평구 구산동 363-2	37.61367425	126.908406		역촌119안전센터	N	2001	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316111	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로21길 15 동익파크아파트 1동 입구 근처	서울특별시 은평구 구산동 346-9 동익파크아파트 1동 입구 근처	37.614462	126.907329	동익파크아파트 1동 입구 근처	역촌119안전센터	N	2001	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316112	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로21가길 3 주택 앞	서울특별시 은평구 구산동 355-35 주택 앞	37.613959	126.906089		역촌119안전센터	N	2001	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316113	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로18길 35	서울특별시 은평구 갈현동 522-44	37.6174722	126.9115954		역촌119안전센터	N	2004	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316114	2	서울특별시	은평구	11380	서울특별시 은평구 갈현로25길 25	서울특별시 은평구 갈현동 519-1	37.61790005	126.9122776		역촌119안전센터	N	2004	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316115	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로 228-11	서울특별시 은평구 갈현동 327-62	37.61563291	126.9096779		역촌119안전센터	N	2004	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316116	2	서울특별시	은평구	11380	서울특별시 은평구 갈현로27길 33	서울특별시 은평구 갈현동 517-7	37.619004	126.911662		역촌119안전센터	N	2004	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316117	1	서울특별시	은평구	11380	서울특별시 은평구 연서로 199 갈현자원	서울특별시 은평구 갈현동 460-23 갈현자원	37.616462	126.918673	갈현자원	역촌119안전센터	N	2005	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316118	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로 235 하나로교육센타	서울특별시 은평구 구산동 321-22 하나로교육센타	37.615857	126.907786	하나로교육센타	역촌119안전센터	N	2005	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316119	1	서울특별시	은평구	11380	서울특별시 은평구 서오릉로 208 아시아태권도전문체육관	서울특별시 은평구 갈현동 508-7 아시아태권도전문체육관	37.61414	126.910727	아시아태권도전문체육관	역촌119안전센터	N	2005	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316120	2	서울특별시	은평구	11380	서울특별시 은평구 연서로29길 17 커피니 건물	서울특별시 은평구 갈현동 453-3 커피니 건물	37.619035	126.918455	커피니 건물	역촌119안전센터	N	2006	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316121	2	서울특별시	은평구	11380	서울특별시 은평구 갈현로23길 6-3	서울특별시 은평구 갈현동 512-8	37.61651911	126.9132693		역촌119안전센터	N	2006	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316122	2	서울특별시	은평구	11380	서울특별시 은평구 갈현로31길 22	서울특별시 은평구 갈현동 243-32	37.62066912	126.9137089		역촌119안전센터	N	2006	5	은평소방서	02-6981-6044	2025-04-08
은평-역촌-316123	1	서울특별시	은평구	11380	서울특별시 은평구 서오릉로27길 27	서울특별시 은평구 구산동 308-6	37.61682578	126.9039234		역촌119안전센터	N	2006	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106037	1	서울특별시	은평구	11380	서울특별시 은평구 진흥로 265 북한산래미안2단지	서울특별시 은평구 불광동 637 북한산래미안2단지	37.610635	126.938197	북한산래미안2단지	현장대응단	N	1990	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106038	1	서울특별시	은평구	11380	서울특별시 은평구 불광로2길 39 북한산힐스테이트 상가동	서울특별시 은평구 불광동 635-1 북한산힐스테이트 상가동	37.611817	126.937346	북한산힐스테이트 상가동	현장대응단	N	1990	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106039	1	서울특별시	은평구	11380	서울특별시 은평구 불광로 153 삼익아파트	서울특별시 은평구 불광동 217-9 삼익아파트	37.62008	126.931889	삼익아파트	현장대응단	N	1991	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106040	2	서울특별시	은평구	11380	서울특별시 은평구 불광로6길 4 신우빌라트	서울특별시 은평구 불광동 241-23 신우빌라트	37.614041	126.932821	신우빌라	현장대응단	N	1991	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106041	2	서울특별시	은평구	11380	서울특별시 은평구 통일로68가길 30 주택	서울특별시 은평구 불광동 244-113 주택	37.614793	126.930006		현장대응단	N	1991	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-저106042	4	서울특별시	은평구	11380	서울특별시 은평구 불광로 39 종로약국	서울특별시 은평구 불광동 274-13 종로약국	37.611191	126.929981	종로약국	현장대응단	N	1991	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106043	2	서울특별시	은평구	11380	서울특별시 은평구 불광로2길 10 홈 할인마트	서울특별시 은평구 불광동 600-3 홈 할인마트	37.611815	126.932957	홈 할인마트	현장대응단	N	1993	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106044	2	서울특별시	은평구	11380	서울특별시 은평구 불광로2길 7 현대아파트104동	서울특별시 은평구 불광동 633-1 현대아파트104동	37.612441	126.933825	현대아파트104동	현장대응단	N	1993	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106045	1	서울특별시	은평구	11380	서울특별시 은평구 불광로2길 33 북한산힐스테이트1차아파트	서울특별시 은평구 불광동 635 북한산힐스테이트1차아파트	37.612314	126.9392	북한산힐스테이트1차아파트	현장대응단	N	1993	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106046	1	서울특별시	은평구	11380	서울특별시 은평구 불광로2길 33 북한산힐스테이트1차아파트	서울특별시 은평구 불광동 635 북한산힐스테이트1차아파트	37.611978	126.938497	북한산힐스테이트1차아파트	현장대응단	N	1993	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106047	2	서울특별시	은평구	11380	서울특별시 은평구 불광로8길 14 청송빌라	서울특별시 은평구 불광동 8-246 청송빌라	37.616531	126.933773	청송빌라	현장대응단	N	1993	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106048	2	서울특별시	은평구	11380	서울특별시 은평구 불광로6길 6-9 일반주택	서울특별시 은평구 불광동 241-17 일반주택	37.613494	126.932808		현장대응단	N	1993	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106049	2	서울특별시	은평구	11380	서울특별시 은평구 불광로6길 10-6 한울채	서울특별시 은평구 불광동 8-154 한울채	37.613503	126.933227	한울채	현장대응단	N	1993	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106050	2	서울특별시	은평구	11380	서울특별시 은평구 불광로6길 19 남해그린힐아파트	서울특별시 은평구 불광동 8-63 남해그린힐아파트	37.613863	126.934363	남해그린힐아파트	현장대응단	N	1993	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106051	2	서울특별시	은평구	11380	서울특별시 은평구 불광로14길 4-6 하림어린이집	서울특별시 은평구 불광동 13-11 하림어린이집	37.618721	126.93327	하림어린이집	현장대응단	N	1994	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106009	2	서울특별시	은평구	11380	서울특별시 은평구 통일로66길 4-17 모텔 리츠	서울특별시 은평구 불광동 281-162 모텔 리츠	37.609602	126.931346	모텔 리츠	현장대응단	N	1987	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106010	2	서울특별시	은평구	11380	서울특별시 은평구 통일로68길 12-6 백운오피스텔	서울특별시 은평구 불광동 272-22 백운오피스텔	37.61214	126.930263	백운오피스텔	현장대응단	N	1988	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106011	2	서울특별시	은평구	11380	서울특별시 은평구 불광로 93-3 일반건물	서울특별시 은평구 불광동 240-13 일반건물	37.615189	126.93239		현장대응단	N	1988	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106012	2	서울특별시	은평구	11380	서울특별시 은평구 불광로14길 32 양평수퍼	서울특별시 은평구 불광동 16-267 양평수퍼	37.621512	126.933502	양평수퍼	현장대응단	N	1988	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106013	1	서울특별시	은평구	11380	서울특별시 은평구 통일로 736 현대차불광영업소	서울특별시 은평구 불광동 274-12 현대차불광영업소	37.611133	126.929731	현대차불광영업소	현장대응단	N	1988	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106014	2	서울특별시	은평구	11380	서울특별시 은평구 불광로 112 칸투라 카페 옆	서울특별시 은평구 불광동 11-14 칸투라 카페 옆	37.616788	126.932799	칸투라 카페	현장대응단	N	1988	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106015	1	서울특별시	은평구	11380	서울특별시 은평구 불광로 65 경북철물	서울특별시 은평구 불광동 279-3 경북철물	37.612816	126.931887	경북철물	현장대응단	N	1988	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106016	2	서울특별시	은평구	11380	서울특별시 은평구 불광로 146	서울특별시 은평구 불광동 19-3	37.62039099	126.932536		현장대응단	N	1989	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106017	1	서울특별시	은평구	11380	서울특별시 은평구 진흥로 265 북한산래미안아파트	서울특별시 은평구 불광동 637 북한산래미안아파트	37.611345	126.937589	북한산래미안아파트	현장대응단	N	1989	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106018	2	서울특별시	은평구	11380	서울특별시 은평구 불광로 37-5	서울특별시 은평구 불광동 274-4	37.61162428	126.929732		현장대응단	N	2017	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106030	2	서울특별시	은평구	11380	서울특별시 은평구 불광로 156-7 삼형빌라	서울특별시 은평구 불광동 16-58 삼형빌라	37.62061	126.932472	삼형빌라	현장대응단	N	1989	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106033	2	서울특별시	은평구	11380	서울특별시 은평구 통일로 708-1 불광역2번출구	서울특별시 은평구 불광동 285-29 불광역2번출구	37.609044	126.931302	불광역2번출구	현장대응단	N	1989	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106034	2	서울특별시	은평구	11380	서울특별시 은평구 통일로66길 9 싸다횟집	서울특별시 은평구 불광동 281-65 싸다횟집	37.61066	126.931257	싸다횟집	현장대응단	N	1990	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106035	2	서울특별시	은평구	11380	서울특별시 은평구 통일로68길 21-1 주택	서울특별시 은평구 불광동 244-105 주택	37.613179	126.930352		현장대응단	N	1990	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106036	2	서울특별시	은평구	11380	서울특별시 은평구 통일로68길 37-6 주택	서울특별시 은평구 불광동 244-32 주택	37.614648	126.930589		현장대응단	N	1990	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105108	2	서울특별시	은평구	11380	서울특별시 은평구 진흥로12나길 18-1	서울특별시 은평구 녹번동 142-49	37.6068262	126.9258484		녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105109	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로2길 7-8	서울특별시 은평구 녹번동 83-66	37.60271635	126.9276192		녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105110	2	서울특별시	은평구	11380	서울특별시 은평구 진흥로 158-2 명진하이빌	서울특별시 은평구 녹번동 131-162 명진하이빌	37.608533	126.927053	명진하이빌	녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-급101001	3	서울특별시	은평구	11380	서울특별시 은평구 은평로 245	서울특별시 은평구 녹번동 48-5	37.60110498	126.9351461		녹번119안전센터	N	1975	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-저105007	4	서울특별시	은평구	11380	서울특별시 은평구 응암로 180 제이스모텔앞 인도	서울특별시 은평구 응암동 602-45 제이스모텔앞 인도	37.587971	126.916821	제이스모텔 앞 인도	녹번119안전센터	N	1986	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-저102087	4	서울특별시	은평구	11380	서울특별시 은평구 응암로 323 오연춘치과	서울특별시 은평구 응암동 109-1 오연춘치과	37.600156	126.921959	오연춘치과	녹번119안전센터	N	1996	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-103073	1	서울특별시	은평구	11380	서울특별시 은평구 진관길 73 진관사 올라가는 길	서울특별시 은평구 진관동 354 진관사 올라가는 길	37.638883	126.945486	진관사 올라가는 길	현장대응단	N	2013	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106001	1	서울특별시	은평구	11380	서울특별시 은평구 진흥로 267 북한산래미안아파트	서울특별시 은평구 불광동 638 북한산래미안아파트	37.610618	126.938551	북한산래미안아파트	현장대응단	N	1972	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106002	2	서울특별시	은평구	11380	서울특별시 은평구 불광로 131 GS편의점 건물	서울특별시 은평구 불광동 13-15 GS편의점 건물	37.618438	126.933101	GS편의점	현장대응단	N	1976	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106003	2	서울특별시	은평구	11380	서울특별시 은평구 불광로2길 2	서울특별시 은평구 불광동 603-1	37.61193847	126.9319309		현장대응단	N	1976	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106004	2	서울특별시	은평구	11380	서울특별시 은평구 통일로 738-1 수채화 일반음식점	서울특별시 은평구 불광동 274-11 수채화 일반음식점	37.61156	126.929594	수채화	현장대응단	N	1984	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106005	1	서울특별시	은평구	11380	서울특별시 은평구 통일로 716-1 인디안모드	서울특별시 은평구 불광동 281-174 인디안모드	37.609861	126.930546	인디안모드	현장대응단	N	1985	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106006	1	서울특별시	은평구	11380	서울특별시 은평구 불광로2길 33 북한산힐스테이트1차아파트	서울특별시 은평구 불광동 635 북한산힐스테이트1차아파트	37.612029	126.936013	북한산힐스테이트1차아파트	현장대응단	N	1985	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106007	2	서울특별시	은평구	11380	서울특별시 은평구 불광로14길 22 황금아트빌	서울특별시 은평구 불광동 16-1 황금아트빌	37.620583	126.933183	황금아트빌	현장대응단	N	1987	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-106008	2	서울특별시	은평구	11380	서울특별시 은평구 진흥로 215 한국환경산업기술원	서울특별시 은평구 불광동 613-2 한국환경산업기술원	37.60951	126.932827	한국환경산업기술원	현장대응단	N	1987	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105092	2	서울특별시	은평구	11380	서울특별시 은평구 응암로34가길 4-8	서울특별시 은평구 응암동 102-53	37.59813124	126.9226846		녹번119안전센터	N	2015	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105093	1	서울특별시	은평구	11380	서울특별시 은평구 가좌로7라길 19	서울특별시 은평구 응암동 700-9	37.584568	126.9166686		녹번119안전센터	N	2015	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105094	2	서울특별시	은평구	11380	서울특별시 은평구 응암로12길 27	서울특별시 은평구 응암동 745-11	37.5873509	126.919713		녹번119안전센터	N	2015	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105095	2	서울특별시	은평구	11380	서울특별시 은평구 응암로32길 21	서울특별시 은평구 응암동 214-17	37.59691666	126.922609		녹번119안전센터	N	2015	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105096	1	서울특별시	은평구	11380	서울특별시 은평구 응암로21길 8	서울특별시 은평구 응암동 124-20	37.59415404	126.917191		녹번119안전센터	N	2015	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105097	1	서울특별시	은평구	11380	서울특별시 은평구 응암로 310	서울특별시 은평구 응암동 103-20	37.59888729	126.9215031		녹번119안전센터	N	2015	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105098	2	서울특별시	은평구	11380	서울특별시 은평구 은평로16나길 6	서울특별시 은평구 응암동 42-47	37.59916691	126.92898		녹번119안전센터	N	2018	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105099	2	서울특별시	은평구	11380	서울특별시 은평구 불광천길 442-29 대성슈퍼앞	서울특별시 은평구 응암동 582-18 대성슈퍼앞	37.592921	126.915476	대성슈퍼	녹번119안전센터	N	2018	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105100	2	서울특별시	은평구	11380	서울특별시 은평구 녹번로1길 19-5	서울특별시 은평구 녹번동 172-6	37.605075	126.9266823		녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105101	2	서울특별시	은평구	11380	서울특별시 은평구 녹번로 33-14	서울특별시 은평구 녹번동 100-14	37.60536052	126.9278241		녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105102	2	서울특별시	은평구	11380	서울특별시 은평구 녹번로1길 19-10	서울특별시 은평구 녹번동 168-37	37.60528928	126.9264037		녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105103	2	서울특별시	은평구	11380	서울특별시 은평구 녹번로1길 19-17	서울특별시 은평구 녹번동 165	37.60491788	126.9262377		녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105104	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로 48-7	서울특별시 은평구 녹번동 80-23	37.60547084	126.9244199		녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105105	2	서울특별시	은평구	11380	서울특별시 은평구 서오릉로4길 14	서울특별시 은평구 녹번동 168-55	37.60512251	126.9258341		녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105106	2	서울특별시	은평구	11380	서울특별시 은평구 진흥로12길 9-5 다인베스트빌라	서울특별시 은평구 녹번동 132-17 다인베스트빌라	37.60756	126.927101	다인베스트빌라	녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105107	2	서울특별시	은평구	11380	서울특별시 은평구 진흥로12길 9-9	서울특별시 은평구 녹번동 132-15	37.60779269	126.927264		녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105077	2	서울특별시	은평구	11380	서울특별시 은평구 응암로13길 11 멘보샤앞도로	서울특별시 은평구 응암동 599-1 멘보샤앞도로	37.589305	126.916023	멘보샤 앞 도로	녹번119안전센터	N	2003	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105078	1	서울특별시	은평구	11380	서울특별시 은평구 불광천길 318 와산교 부엌가구 옆	서울특별시 은평구 응암동 592-65 와산교 부엌가구 옆	37.588042	126.913818	와산교 부엌가구	녹번119안전센터	N	2004	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105079	1	서울특별시	은평구	11380	서울특별시 은평구 응암로 181 구세약국 앞 인도	서울특별시 은평구 응암동 598-1 구세약국 앞 인도	37.588034	126.916605	구세약국	녹번119안전센터	N	2004	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105080	2	서울특별시	은평구	11380	서울특별시 은평구 가좌로7가길 35-16	서울특별시 은평구 응암동 270-13	37.583667	126.921126		녹번119안전센터	N	2006	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105081	1	서울특별시	은평구	11380	서울특별시 은평구 응암로4길 18-33	서울특별시 은평구 응암동 754-9	37.58663577	126.9181688		녹번119안전센터	N	2007	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105082	1	서울특별시	은평구	11380	서울특별시 은평구 가좌로 165	서울특별시 은평구 응암동 678-3	37.586142	126.9218983		녹번119안전센터	N	2008	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105083	2	서울특별시	은평구	11380	서울특별시 은평구 가좌로7가길 16	서울특별시 은평구 응암동 731-22	37.58522786	126.920372		녹번119안전센터	N	2009	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105084	2	서울특별시	은평구	11380	서울특별시 은평구 가좌로7라길 13-2	서울특별시 은평구 응암동 700	37.58499	126.916809		녹번119안전센터	N	2011	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105085	1	서울특별시	은평구	11380	서울특별시 은평구 응암로 324 간판집 앞	서울특별시 은평구 응암동 103-35 간판집 앞	37.599968	126.922259	간판집	녹번119안전센터	N	2019	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105086	1	서울특별시	은평구	11380	서울특별시 은평구 응암로 230	서울특별시 은평구 응암동 397-278	37.59244686	126.9179784		녹번119안전센터	N	2013	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105087	2	서울특별시	은평구	11380	서울특별시 은평구 녹번로3길 16-2	서울특별시 은평구 녹번동 169-1	37.606077	126.927055		녹번119안전센터	N	2013	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105088	2	서울특별시	은평구	11380	서울특별시 은평구 진흥로12나길 13	서울특별시 은평구 녹번동 142-1	37.60720363	126.9261431		녹번119안전센터	N	2013	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105089	2	서울특별시	은평구	11380	서울특별시 은평구 은평로14길 5 경원빌라	서울특별시 은평구 응암동 81-13 경원빌라	37.600702	126.928874	경원빌라	녹번119안전센터	N	2013	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105090	2	서울특별시	은평구	11380	서울특별시 은평구 응암로14길 23	서울특별시 은평구 응암동 335-38	37.58984031	126.919824		녹번119안전센터	N	2013	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105091	2	서울특별시	은평구	11380	서울특별시 은평구 응암로4길 18-8	서울특별시 은평구 응암동 695-3	37.58632887	126.9174802		녹번119안전센터	N	2013	5	은평소방서	02-6981-6044	2025-04-08
은평-현장-209051	2	서울특별시	은평구	11380	서울특별시 은평구 불광로22길 28 중앙빌라	서울특별시 은평구 불광동 170-68 중앙빌라	37.625953	126.931069	중앙빌라	현장대응단	N	1995	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105062	2	서울특별시	은평구	11380	서울특별시 은평구 가좌로7길 25 영광굴비직판장	서울특별시 은평구 응암동 732-2 영광굴비직판장	37.58583	126.918653	영광굴비직판장	녹번119안전센터	N	1997	5	은평소방서	02-6981-6044	2025-04-08
은평-녹번-105063	2	서울특별시	은평구	11380	서울특별시 은평구 가좌로7나길 25-21	서울특별시 은평구 응암동 733-25	37.5842367	126.9194883		녹번119안전센터	N	1997	5	은평소방서	02-6981-6044	2025-04-08
