관리번호,소재지도로명주소,소재지지번주소,위도,경도,상세위치,제설함규격,염화칼슘주머니수,염화칼슘배치량,모래주머니수,모래배치량,관리기관명,데이터기준일자
불광1-048,서울특별시 은평구 진흥로19길 10-3,,37.61185324,126.940916,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-049,서울특별시 은평구 진흥로19길 2-15,,37.61149027,126.941971,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-050,서울특별시 은평구 진흥로 267-26,,37.611603,126.937475,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-026,서울특별시 은평구 통일로82가길 21-1,,37.62190933,126.9218712,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-027,서울특별시 은평구 통일로82가길 23-2,,37.623696,126.921821,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-028,서울특별시 은평구 통일로82나길 12,,37.62241473,126.921386,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-029,서울특별시 은평구 통일로82길 47,,37.62372259,126.920682,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-030,서울특별시 은평구 통일로88길 4,,37.62409648,126.920315,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-031,서울특별시 은평구 통일로88길 12-21,,37.6229861,126.921111,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-032,서울특별시 은평구 통일로88길 13011,,37.626681,126.922027,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-033,서울특별시 은평구 통일로88길 15-10,,37.62339532,126.9221286,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-034,서울특별시 은평구 통일로88길 21,,37.62325252,126.9219913,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-035,서울특별시 은평구 통일로88길 29,,37.62274106,126.9225872,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-036,서울특별시 은평구 통일로88가길 10-1,,37.62452562,126.922027,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-037,서울특별시 은평구 통일로90길 9,,37.62475779,126.9204996,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-038,서울특별시 은평구 통일로90길 10,,37.62456749,126.9206146,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-039,서울특별시 은평구 통일로90길 14-1,,37.62483131,126.921075,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-006,서울특별시 은평구 불광로22길 20-16,,37.62555073,126.9313854,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-007,서울특별시 은평구 불광로22길 21-17,,37.625776,126.930648,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-008,서울특별시 은평구 불광로22길 28-1,,37.62606299,126.9311498,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-043,서울특별시 은평구 통일로92길 20,,37.623103,126.921821,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-044,서울특별시 은평구 통일로92길 39,,37.62620191,126.9239399,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-045,서울특별시 은평구 통일로92길 40-1,,37.62616677,126.9242225,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-046,서울특별시 은평구 통일로92가길 5,,37.62635421,126.9212508,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-047,서울특별시 은평구 통일로92가길 7,,37.62646241,126.921282,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-048,서울특별시 은평구 통일로92가길 16,,37.62601838,126.922171,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-049,서울특별시 은평구 통일로92가길 20-8,,37.6260023,126.922905,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-050,서울특별시 은평구 통일로92나길 1,,37.6256221,126.9222477,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-051,서울특별시 은평구 통일로92나길 24,,37.62405076,126.9229045,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-052,서울특별시 은평구 통일로92나길 29,,37.62363645,126.9234091,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-053,서울특별시 은평구 통일로94길 20-19,,37.6266811,126.921336,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-054,서울특별시 은평구 통일로94길 24,,37.62669296,126.9218898,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-055,서울특별시 은평구 통일로94길 30,,37.62715039,126.921821,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-001,서울특별시 은평구 갈현로47길 42-8,,37.62947813,126.916445,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-023,서울특별시 은평구 통일로80가길 10-2,,37.626554,126.922426,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-024,서울특별시 은평구 통일로82길 32-1,,37.62256095,126.920515,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-025,서울특별시 은평구 통일로82가길 6,,37.62086836,126.9211012,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-005,서울특별시 은평구 갈현로47길 14-3,,37.62790464,126.9178249,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-006,서울특별시 은평구 갈현로45길 55,,37.62911181,126.9138346,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-007,서울특별시 은평구 갈현로45길 26,,37.62754046,126.9164126,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-008,서울특별시 은평구 갈현로 333-11,,37.62660714,126.9181021,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-009,서울특별시 은평구 통일로89길 18-14,,37.62508443,126.9184396,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-013,서울특별시 은평구 갈현로33가길 29,,37.623739,126.912931,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-014,서울특별시 은평구 갈현로33가길 23,,37.62336457,126.913244,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-015,서울특별시 은평구 갈현로37길 7,,37.622423,126.9160542,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-016,서울특별시 은평구 갈현로33가길 5-16,,37.62261275,126.9130037,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-017,서울특별시 은평구 갈현로33가길 11,,37.622354,126.9136334,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-018,서울특별시 은평구 갈현로29길 62,,37.62336036,126.9109152,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-019,서울특별시 은평구 갈현로33길 36-8,,37.62217948,126.912795,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-020,서울특별시 은평구 갈현로33가길 7,,37.62199677,126.9135366,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-021,서울특별시 은평구 갈현로35길 12-8,,37.621361,126.9157238,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-040,서울특별시 은평구 통일로92길 5,,37.62608174,126.9208227,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-041,서울특별시 은평구 통일로92길 13,,37.62576905,126.921711,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-042,서울특별시 은평구 통일로92길 36-1,,37.62593397,126.9238317,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-051,서울특별시 은평구 진흥로 265,,37.6116695,126.9367279,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-052,서울특별시 은평구 통일로78길 22-7,,37.618326,126.9246654,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-053,서울특별시 은평구 통일로78길 34-10,,37.619011,126.9259221,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-054,서울특별시 은평구 불광로8길 12-9,,37.6165389,126.9342829,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-055,서울특별시 은평구 불광로6길 8,,37.61378983,126.933085,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-056,서울특별시 은평구 불광로8길 7,,37.61620625,126.9334701,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-057,서울특별시 은평구 불광로6길 6-9,,37.61351999,126.9328888,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-058,서울특별시 은평구 불광로2길 27-4,,37.61290471,126.9349865,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-059,서울특별시 은평구 진흥로19길 17,,37.61179534,126.940188,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-001,서울특별시 은평구 불광로16길 13,,37.62170568,126.9331161,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-002,서울특별시 은평구 불광로16길 24-4,,37.62172796,126.9339617,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-003,서울특별시 은평구 불광로20길 8-11,,37.6235587,126.9306913,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-004,서울특별시 은평구 불광로20길 12-12,,37.623696,126.9308195,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광2-005,서울특별시 은평구 불광로22길 7-15,,37.62530829,126.9298758,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-031,서울특별시 은평구 불광로8길 4-5,,37.6159063,126.9339291,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-032,서울특별시 은평구 불광로 98-15,,37.61545733,126.9337437,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-033,서울특별시 은평구 불광로6길 13,,37.61406235,126.9336231,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-034,서울특별시 은평구 불광로6길 20,,37.613869,126.9348289,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-035,서울특별시 은평구 불광로6길 20,,37.613875,126.9348289,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-036,서울특별시 은평구 불광로6길 26,,37.613881,126.934996,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-037,서울특별시 은평구 불광로6길 14-6,,37.613563,126.933652,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-038,서울특별시 은평구 불광로6길 10-10,,37.6134434,126.933041,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-039,서울특별시 은평구 통일로68가길 30-2,,37.614784,126.930242,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-040,서울특별시 은평구 통일로68길 25-7,,37.6138353,126.930191,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-041,서울특별시 은평구 통일로68가길 3-2,,37.61263194,126.9291267,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-042,서울특별시 은평구 불광로2길 33,,37.61275727,126.9355816,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-043,서울특별시 은평구 불광로2길 41,,37.61163065,126.9361998,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-044,서울특별시 은평구 진흥로 267-26,,37.611898,126.937261,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-045,서울특별시 은평구 진흥로 267,,37.61185227,126.9388742,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-046,서울특별시 은평구 진흥로 267,,37.61185227,126.9388742,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
불광1-047,서울특별시 은평구 진흥로19길 22,,37.61202456,126.9399829,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현1-022,서울특별시 은평구 갈현로35길 6-10,,37.621552,126.9160478,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-001,서울특별시 은평구 갈현로29길 51-40,,37.62236965,126.9107027,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-002,서울특별시 은평구 갈현로27길 41,,37.61944723,126.910923,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-003,서울특별시 은평구 갈현로23길 44-1,,37.61878203,126.9101363,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-004,서울특별시 은평구 서오릉로20길 12,,37.61645893,126.9094316,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-005,서울특별시 은평구 서오릉로18길 13-9,,37.61581342,126.9100887,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-006,서울특별시 은평구 서오릉로18길 13-24,,37.61660589,126.910316,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-007,서울특별시 은평구 서오릉로18길 28,,37.61661905,126.911121,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-008,서울특별시 은평구 갈현로21길 15,,37.6160858,126.9117753,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-009,서울특별시 은평구 갈현로27길 38-5,,37.61963977,126.911621,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-010,서울특별시 은평구 갈현로33길 42,,37.62205011,126.9121879,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-011,서울특별시 은평구 서오릉로18길 35,,37.6174722,126.9115954,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-012,서울특별시 은평구 서오릉로20길 3,,37.61588431,126.908771,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-013,서울특별시 은평구 서오릉로24길 15-1,,37.61816972,126.9072239,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
갈현2-014,서울특별시 은평구 서오릉로22길 27,,37.61839082,126.907531,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-001,서울특별시 은평구 갈현로17길 10,,37.611723,126.9103541,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-002,서울특별시 은평구 서오릉로21가길 13-1,,37.613861,126.905009,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-003,서울특별시 은평구 서오릉로25가길 1,,37.617247,126.9057044,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-004,서울특별시 은평구 서오릉로27길 26-6,,37.61688494,126.903489,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-005,서울특별시 은평구 서오릉로21길 34-30,,37.61351075,126.904783,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-006,서울특별시 은평구 갈현로15길 11-7,,37.60707492,126.909303,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-007,서울특별시 은평구 갈현로11가길 13,,37.60624021,126.908321,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-008,서울특별시 은평구 갈현로11길 12-10,,37.60575876,126.909211,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-009,서울특별시 은평구 갈현로11가길 5,,37.605618,126.908298,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-010,서울특별시 은평구 갈현로11가길 9,,37.605973,126.908294,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-011,서울특별시 은평구 서오릉로17길 28,,37.61273728,126.9078825,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-012,서울특별시 은평구 서오릉로17길 21-2,,37.61302269,126.9083239,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-013,서울특별시 은평구 갈현로17길 17,,37.611905,126.9088876,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-014,서울특별시 은평구 갈현로15길 51,,37.60984462,126.9057802,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-015,서울특별시 은평구 서오릉로21가길 1,,37.613969,126.906407,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-016,서울특별시 은평구 서오릉로21길 33-1,,37.61351767,126.9065642,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-017,서울특별시 은평구 서오릉로21길 30-25,,37.613658,126.905074,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-018,서울특별시 은평구 서오릉로15길 16-10,,37.61319281,126.9090328,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-019,서울특별시 은평구 갈현로17나길 36-8,,37.608713,126.9097588,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-020,서울특별시 은평구 갈현로11길 46,,37.60479886,126.9054022,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-021,서울특별시 은평구 갈현로17길 26,,37.61230382,126.9085925,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-022,서울특별시 은평구 갈현로7길 56,,37.60513475,126.9042795,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-023,서울특별시 은평구 갈현로7길 56,,37.60513475,126.9042795,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-024,서울특별시 은평구 갈현로7길 56,,37.60513475,126.9042795,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-025,서울특별시 은평구 서오릉로13길 3-1,,37.61245671,126.913911,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-026,서울특별시 은평구 서오릉로27길 26-12,,37.616438,126.903267,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-027,서울특별시 은평구 갈현로15길 11-4,,37.60741745,126.9091274,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-028,서울특별시 은평구 연서로13길 22-1,,37.61011158,126.9136685,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-029,서울특별시 은평구 서오릉로11길 15,,37.61117385,126.914711,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
구산-030,서울특별시 은평구 서오릉로27길 26-6,,37.61688494,126.903489,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-001,서울특별시 은평구 통일로73길 8,,37.615512,126.923498,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-002,서울특별시 은평구 통일로73길 5-15,,37.61513961,126.924551,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-003,서울특별시 은평구 역말로8길 157,,37.612731,126.923278,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-004,서울특별시 은평구 통일로73길 2,,37.614667,126.925961,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-005,서울특별시 은평구 통일로71가길 10-5,,37.61358753,126.9250536,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-006,서울특별시 은평구 서오릉로 16,,37.60282452,126.9263797,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-007,서울특별시 은평구 통일로 25,,37.608772,126.923571,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-008,서울특별시 은평구 통일로65길 18,,37.60907579,126.9289136,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-009,서울특별시 은평구 역말로 737,,37.611163,126.928962,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-010,서울특별시 은평구 통일로71가길 13,,37.61317297,126.9251628,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-011,서울특별시 은평구 서오릉로 114-11,,37.61050078,126.920372,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
대조-012,서울특별시 은평구 서오릉로 114-17,,37.610667,126.9203511,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-001,서울특별시 은평구 통일로 579-7,,37.598457,126.9370504,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-002,서울특별시 은평구 은평로 220,,37.59922024,126.9309048,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-003,서울특별시 은평구 은평로 220,,37.59922024,126.9309048,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-004,서울특별시 은평구 백련산로14길 20-11,,37.5975586,126.9287419,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-005,서울특별시 은평구 은평로16길 11,,37.5998352,126.930007,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-006,서울특별시 은평구 은평로14길 12,,37.60039241,126.9286166,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-007,서울특별시 은평구 은평로16나길 10-6,,37.59938978,126.928683,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-008,서울특별시 은평구 백련산로14길 19,,37.59952327,126.9281081,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-009,서울특별시 은평구 백련산로 134,,37.59709761,126.9244734,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-010,서울특별시 은평구 백련산로 140,,37.5975671,126.924811,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암1-011,서울특별시 은평구 백련산로 127,,37.59714465,126.923656,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
신사1-014,서울특별시 은평구 증산로21길 36,,37.59634914,126.9106553,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
신사1-015,서울특별시 은평구 은평로2길 12-10,,37.59712252,126.911265,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
신사1-016,서울특별시 은평구 은평로2길 16-12,,37.59681169,126.9108678,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-019,서울특별시 은평구 가좌로7라길 33-9,,37.58399505,126.916693,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-020,서울특별시 은평구 가좌로7라길 25-1,,37.58402736,126.9164446,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-021,서울특별시 은평구 응암로 142-36,,37.58422026,126.915956,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-022,서울특별시 은평구 가좌로7라길 12-7,,37.58497674,126.916404,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-023,서울특별시 은평구 응암로4길 3,,37.58570252,126.915803,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-024,서울특별시 은평구 가좌로7라길 8-1,,37.58561229,126.916692,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-025,서울특별시 은평구 가좌로7가길 29,,37.58403611,126.920369,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-026,서울특별시 은평구 가좌로7다길 13-21,,37.58430801,126.918896,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-027,서울특별시 은평구 가좌로7나길 3,,37.58580203,126.919221,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-028,서울특별시 은평구 가좌로6길 23-2,,37.58846658,126.9204016,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-029,서울특별시 은평구 가좌로5길 12,,37.58629088,126.921337,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-030,서울특별시 은평구 가좌로7나길 10,,37.58541023,126.919014,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
역촌-001,서울특별시 은평구 연서로16길 21-1,,37.609003,126.9190705,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
역촌-002,서울특별시 은평구 역말로 96-3,,37.607925,126.9205654,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암2-014,서울특별시 은평구 백련산로 35,,37.58888884,126.922564,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암2-015,서울특별시 은평구 백련산로 10,,37.58652022,126.9230603,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
응암3-001,서울특별시 은평구 가좌로6길 12-12,,37.58762315,126.922129,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
역촌-006,서울특별시 은평구 진흥로7가길 3-4,,37.60485921,126.920126,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
역촌-007,서울특별시 은평구 진흥로9길 21-4,,37.605883,126.919882,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
역촌-008,서울특별시 은평구 진흥로7나길 14-13,,37.605421,126.919667,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
역촌-009,서울특별시 은평구 진흥로7가길 3-9,,37.60469387,126.919843,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
역촌-010,서울특별시 은평구 진흥로7가길 3-29,,37.60531817,126.919784,이면도로 옆,770*490*570,5,50,0,0,서울특별시 은평구청,2025-06-26
